sentence_original,sentence_simplified,sentence_manual
"Hoy á las 5 de la tarde continuan las oposiciones publicas en los Reales Hospitales; leerá D. Juan de Azaola, y le arguirán Francisco Gonzalez y Joseph Vazquez, y el caso es el si848 guiente.=Una herida penerrante de vientre en la parte del musculo recto con ofensa del intestino, y una porcion del omento mortificado, edad de senectud, temperamento flematico, extructura anathomi ca de la parte, operacion, y vendaje.","Hoy a las 5 de la tarde continúan las pruebas públicas en los hospitales reales. D. Juan de Azaola va a leer, mientras que Francisco González y Joseph Vázquez lo cuestionarán. El caso es el siguiente: una herida profunda en el abdomen en la parte del músculo recto, con daño en el intestino y una porción del tejido adiposo muerto. La persona afectada es de edad avanzada, de temperamento tranquilo y con una estructura anatómica particular en esa zona. Se realizará una operación y se aplicará un vendaje.","Hoy a las 5 de la tarde continúan las pruebas públicas en los hospitales reales. D. Juan de Azaola va a leer, mientras que Francisco González y Joseph Vázquez lo cuestionarán. El caso es el siguiente: una herida profunda en el abdomen en la parte del músculo recto, con daño en el intestino y una porción del tejido adiposo muerto. La persona afectada es de edad avanzada, de temperamento tranquilo y con una estructura anatómica particular en esa zona. Se realizará una operación y se aplicará un vendaje."
"Se perdió la tarde del dia 28 una Venera de la Orden de Carlos III por haberse desprendido de la corona faltandola el pasador: se podrá entregar en la calle del Relox, casa del Diarista, n. 5 qto.","Se perdió la tarde del día 28 una insignia de la Orden de Carlos III porque se desprendió de la corona al faltarle el pasador. Podrá ser entregada en la calle del Reloj, en la casa del Diarista, número 5, cuarto.","Se perdió la tarde del día 28 una insignia de la Orden de Carlos III porque se desprendió de la corona al faltarle el pasador. Podrá ser entregada en la calle del Reloj, en la casa del periodista, número 5."
Volviendose á mi padre le dixo; Señor estoy absorto: no puedo comprehender tanto exceso de bondad: habeis olvidado que debo ser el apoyo de una familia que os es extraña?...,"Volviéndose hacia mi padre, le dijo: ""Señor, estoy sorprendido. No puedo entender tanto exceso de bondad. ¿Has olvidado que debo ser el sustento de una familia que no te conoce?""","Volviéndose hacia mi padre, le dijo: ""Señor, estoy sorprendido. No puedo entender tanto exceso de bondad. ¿Habéis olvidado que debo ser el sustento de una familia que no te conoce?"""
"Yo obligaria por precisa condicion, á que todos los menestrales supiesen leer y escribir, baxo la pena de quedarse en la clase de oficiales, sin poder pasar á maestros sin este requisito, (excepto muy raros casos) y de aquí naceria otro nuevo estimulo á la juventud, para su reforma, pues emplearian los ratos de ocio que comunmente dan al vicio, en su enseñanza.","Yo impondría como condición necesaria que todos los trabajadores supieran leer y escribir, bajo la amenaza de quedarse en la categoría de empleados y no poder ascender a maestros sin este requisito (excepto en casos muy raros). De esta manera surgiría otro incentivo para la juventud, estimulándola a reformarse, ya que aprovecharían el tiempo libre que normalmente dedican a los vicios en su educación.","Yo impondría como condición necesaria que todos los trabajadores supieran leer y escribir, bajo la amenaza de quedarse en la categoría de empleados y no poder ascender a maestros sin este requisito (excepto en casos muy raros). De esta manera surgiría otro incentivo para la juventud, estimulándola a reformarse, ya que aprovecharían el tiempo libre que normalmente dedican a los vicios en su educación."
"El otro sitio acomodado al intento es todo lo que ocupa la Real Botica, Capilla vieja de Palacio y Real Biblioteca ( en el caso de mudar ésta al nuevo Muséo) con fachada y entrada por la plazuela de los Caños del Peral; en que hay terreno y capacicad suficiente para todo, y con la proporcion de poder tener S. M. entrada secreta á los Tribunales, segun Ley del Reyno, aunque sin uso.","El otro lugar adecuado para el propósito es todo lo que ocupa la Real Botica, la Capilla antigua del Palacio y la Real Biblioteca (en el caso de trasladar esta última al nuevo Museo) con fachada y entrada por la plazuela de los Caños del Peral. En este lugar hay suficiente terreno y capacidad para todo, y se puede proporcionar a S. M. una entrada secreta a los Tribunales, según la Ley del Reino, aunque no se utilice.","El otro lugar adecuado para el traslado es todo lo que ocupa la Real Botica, la Capilla antigua del Palacio y la Real Biblioteca (en el caso de trasladar esta última al nuevo Museo) con fachada y entrada por la plazuela de los Caños del Peral. En este lugar hay suficiente terreno y capacidad para todo, y se puede proporcionar a Su Majestad una entrada secreta a los Tribunales, según la Ley del Reino, aunque no se utilice."
"Me parecia ver las lagrimas y quexas de mi querida Carlota; pero la manera con que mi padre concluyó su referencia, determinó mi conducta, y me sacó de irresoluciones.",Me parecía ver las lágrimas y quejas de mi querida Carlota. La forma en que mi padre terminó su explicación determinó mi comportamiento y me sacó de mis dudas.,Me parecía ver las lágrimas y quejas de mi querida Carlota. La forma en que mi padre terminó su explicación determinó mi comportamiento y me sacó de mis dudas.
"Lo que hago saber al público para su noticia y satisfaccion; ho dudan do que en esta circuustancia dará pruebas, como siempre, del buen or den y circunspeccion que caracterizan á este mui heroico vecindario.","Quiero informar al público para que estén al tanto y satisfechos; no duden de que en esta situación dará pruebas, como siempre, del buen orden y prudencia que caracterizan a esta valiente comunidad.","Quiero informar al público para que estén al tanto y satisfechos; no duden de que en esta situación dará pruebas, como siempre, del buen orden y prudencia que caracterizan a esta valiente comunidad."
"Por todas las calles no se cian sino músicas, danzas, festines, y canciones patrióticas, que entonaban hasta los coros de niñas con todas las gracias de la inocencia.","En todas las calles solo se escuchan músicas, bailes, festivales y canciones patrióticas. Estas canciones son cantadas incluso por los coros de niñas, quienes las entonan con toda la gracia de su inocencia.","En todas las calles solo se escuchan músicas, bailes, festines y canciones patrióticas. Estas canciones son cantadas incluso por los coros de niñas, quienes las entonan con toda la gracia de su inocencia."
"Muy Sr. mio: Aunque no tengo el honor de ser individuo del venerable Clero de España, como lo es el verdadero autor del discurso sobre el estado eclesiástico, que el corrector de la Espigadera publicada contra su expresa voluntad, pues el autor tiene tanta paciencia, que dexa que le desplumen sus trabajos sin chistar, quiero yo responder á la duda de Vmd.","Estimado Sr.: Aunque no soy parte del Clero de España como el autor del discurso sobre el estado eclesiástico, que fue publicado en contra de su voluntad por el corrector de la Espigadera, quiero responder a su pregunta.","Estimado Sr.: Aunque no soy parte del Clero de España como el autor del discurso sobre el estado eclesiástico, que fue publicado en contra de su voluntad por el corrector de la Espigadera, quiero responder a su pregunta."
"En todo este mes es conveniente, y util buscar agua para hacer pozos, porque si no ha llovido, y el calor y secura del sol aprietan, es de creer que donde ahora se la halle, podrá durar, y continuar todo el resto del año.","Durante todo este mes es recomendable y beneficioso buscar agua para hacer pozos. Esto se debe a que si no ha llovido y el calor y la sequedad del sol son intensos, es probable que el lugar donde se encuentre ahora el agua pueda durar y mantenerse durante el resto del año.","Durante todo este mes es recomendable y beneficioso buscar agua para hacer pozos. Esto se debe a que si no ha llovido y el calor del sol es intenso, es probable que el lugar donde se encuentre ahora el agua pueda durar y mantenerse durante el resto del año."
"Aun puedo añadir que no obstante los dos casos citados, he visto muchas veces desecarse los frutos en tiempos mui distintos del acometimiento de la oruga á las hojas ""Esta contrariedad en los efectos puede acaso provenir de la época en que este insecto hace sus correrías y destrozos.","Aún puedo decir que, a pesar de los dos casos mencionados, he visto muchas veces que los frutos se secan en momentos muy diferentes al ataque de la oruga a las hojas. Esta contradicción en los efectos puede deberse tal vez a la época en la que este insecto realiza sus ataques y daños.","Aún puedo decir que, a pesar de los dos casos mencionados, he visto muchas veces que los frutos se secan en momentos muy diferentes al ataque de la oruga a las hojas. Esta contradicción en los efectos puede deberse tal vez a la época en la que este insecto realiza sus ataques y daños."
"Desde tiempo inmemorial, podemos decir que ha estado en problema la opinion sobre si los astros tienen; ó no influencia sobre los cuerpos sublunares; y si pueden ó no servir de gobierno como causas en los efectos de la agricultura, para pronosticar lo abundante ó estéril de los años; y lo escaso ó copioso de las cosechas.","Desde hace mucho tiempo, ha existido un debate sobre si los astros tienen influencia en los cuerpos sublunares o no, y si pueden ser utilizados como causas para pronosticar la abundancia o escasez de las cosechas en la agricultura.","Desde hace mucho tiempo, ha existido un debate sobre si los astros tienen influencia en los cuerpos sublunares o no, y si pueden ser utilizados como causas para pronosticar la abundancia o escasez de las cosechas en la agricultura."
